Electoral Division,CENTROID_X,CENTROID_Y,Population
57052 - DOE CASTLE,607984,929606,227
57065 - FANAD WEST,615990,940631,395
57070 - GLEN,612044,930122,241
57029 - CASTLEFORWARD,632991,915847,1356
57049 - CULDAFF,651989,948377,935
57023 - CARRICKART,613231,934310,895
57085 - GREENFORT,621981,940560,299
57121 - MILLFORD,618977,927818,1613
57131 - ROSGUILL,610919,940658,867
57064 - FANAD NORTH,621480,944210,520
57132 - ROSNAKILL,620439,938361,260
57071 - GLENALLA,623460,926145,494
57035 - CLOGHARD,624009,891791,653
57063 - FAHAN,636581,926627,1697
57077 - GLENEGANON,649353,942813,730
57073 - GLENEELY,653490,943366,827
57097 - KILLYGARVAN,626343,930683,102
57100 - KILMACRENAN,614294,920714,1491
57142 - TERMON,609179,923362,512
57037 - CLONLEIGH NORTH,631752,901524,1374
57038 - CLONLEIGH SOUTH,630186,897796,2173
57079 - GLENTOGHER,646651,938642,1184
57088 - ILLIES,640756,935711,865
57103 - KNOCKALLA,626250,934161,282
57111 - LOUGHKEEL,614773,924483,303
57001 - ALTNAPASTE,602718,893640,398
57028 - CASTLEFINN,625010,897124,1226
57039 - CONVOY,618737,901767,2420
57055 - DOOISH,608324,892103,1071
57066 - FEDDYGLASS,629989,904468,457
57089 - INCH ISLAND,632374,924300,461
57080 - GOLAND,608170,888237,372
57098 - KILLYGORDON,620963,895753,1128
57128 - RATHMELTON,623206,920591,2409
57129 - RATHMULLAN,628314,929172,852
57034 - CLOGHAN,602649,900037,925
57067 - FIGART,624096,903440,1031
57074 - GLENEELY,618031,889821,1570
57109 - LETTERMORE,611298,902899,414
57102 - KNOCK,613477,890161,1809
57120 - MEENCARGAGH,603515,906512,127
57127 - RAPHOE,626047,901362,1466
57135 - St. JOHNSTOWN,633486,907717,1343
27057 - KILLASHANDRA,631018,807432,1153
27060 - KILLYKEEN,637484,804356,602
57008 - BALLINTRA,589545,868580,687
57013 - BALLYSHANNON RURAL,588159,863559,1629
57057 - DUNFANAGHY,600257,936929,925
57060 - DUNLEWY,593530,920442,693
57081 - GORTAHORK,588944,928153,1608
57114 - MAGHERACLOGHER,584846,921027,2750
57119 - MEENACLADY,583567,931684,1288
57002 - ANNAGARY,579218,919403,2196
57003 - ARAN,566203,916051,469
57004 - ARDARA,578006,890204,1175
57046 - CROVEHY,583099,911624,155
57093 - KILDERRY,644514,926418,2089
57095 - KILLEA,635517,913397,1793
27061 - KILNALECK,646982,790535,1118
27064 - KNAPPAGH,667461,808298,464
57012 - BALLYSHANNON URBAN,587426,861410,1770
57019 - BUNDORAN RURAL,584688,859132,997
57024 - CARRICKBOY,590501,859394,374
57047 - CROWKEERAGH,564331,882787,120
57048 - CROWNARAD,567722,878769,350
57050 - DAWROS,570033,896400,635
57116 - MALIN,646426,952844,668
57122 - MINTIAGHS,637016,938725,866
27065 - LARAH NORTH,654316,806125,472
27066 - LARAH SOUTH,655470,802135,494
57031 - CAVANGARDEN,595375,866379,437
57033 - CLIFF,594792,862423,254
57054 - DOOCHARRY,588886,910340,88
57123 - MOVILLE,661293,940827,2366
57125 - NEWTOWN CUNNINGHAM,628984,915633,996
57130 - REDCASTLE,653242,937045,935
27071 - MILLTOWN,633719,811388,351
27072 - MOYNEHALL,644486,801695,1744
57007 - BALLINTRA,595824,871223,669
57058 - DUNGLOW,578634,911879,1886
57068 - FINTOWN,595230,904356,280
57136 - STRAID,636617,944641,1288
57143 - THREE TREES,646396,930208,675
57147 - TURMONE,658243,945902,296
27076 - RAKENNY,652549,812117,421
27077 - REDHILL,643749,816259,447
57014 - BINBANE,586127,886762,165
57016 - BONNYGLEN,581969,883056,399
57072 - GLENCOLUMBKILLE,557242,880412,738
57075 - GLENGESH,569999,888841,666
57076 - GLENLEHEEN,589261,903170,158
57078 - GLENTIES,582170,894856,1443
57083 - GRAFFY,591421,895122,157
57090 - INISHKEEL,564413,888321,90
57092 - KILCAR,560851,877950,677
57149 - WHITECASTLE,649325,933195,1001
57011 - BALLYMACOOL,613539,910739,2332
27081 - SPRINGFIELD,628700,803795,165
27082 - STRADONE,650673,802940,766
57036 - CLOGHER,601072,881966,848
57094 - KILGOLY,557050,887695,345
57096 - KILLYBEGS,571494,877650,2293
57105 - LARGYMORE,564016,876815,557
57030 - CASTLEWRAY,620901,915267,3477
57032 - CHURCH HILL,599612,912326,379
57041 - CORRAVADDY,615126,907213,1598
27090 - TULLYVIN EAST,658698,809823,462
27091 - TULLYVIN WEST,656661,808587,277
57040 - CORKERMORE,577099,882571,310
57053 - DONEGAL,591484,879063,4027
57059 - DUNKINEELY,575375,875935,899
57108 - LETTERMACAWARD,580526,903132,636
57112 - MAAS,574937,897043,287
57115 - MAGHERY,575830,907525,761
57117 - MALINBEG,552087,881617,376
57062 - EDENACARNAN,613573,915790,1657
57069 - GARTAN,603094,918484,186
27093 - WATERLOO,654579,797801,757
27037 - DERRYLAHAN,605220,829294,85
57061 - EANYMORE,588559,883499,517
57086 - GROUSEHALL,615193,873674,75
57124 - MULMOSOG,574949,886771,214
57133 - RUTLAND,574155,916747,1440
57144 - TIEVESKEELTA,571202,882235,120
57082 - GORTNAVERN,617389,917110,1191
57099 - KILLYMASNY,609764,908092,521
57101 - KINCRAIGY,624473,907655,1026
27041 - DOWRA,600731,827897,154
27038 - DERRYNANANTA,608418,825443,142
57087 - HAUGH,592976,883499,226
57091 - INVER,579947,879554,755
57104 - LAGHY,598528,874925,792
57110 - LOUGH EASK,595404,887685,289
57140 - TEMPLECARN,604766,871214,123
57146 - TULLYNAUGHT,599732,878331,609
57006 - ARDS,605553,934962,723
57005 - ARDMALIN,643091,956514,720
57009 - BALLYLIFFIN,640716,947916,1381
57015 - BIRDSTOWN,640727,925002,1312
57017 - BUNCRANA RURAL,637594,931455,3836
57051 - DESERTEGNY,632152,939122,713
57056 - DUNAFF,632366,945827,688
57106 - LETTERKENNY RURAL,617355,912489,11398
57113 - MAGHERABOY,620449,908963,1720
27049 - ESKEY,603975,836676,319
27058 - KILLINAGH,600734,832177,137
57126 - PETTIGOE,609922,870925,390
57138 - TANTALLON,584812,876918,1634
57044 - CREESLOUGH,604994,928912,740
57045 - CROSS ROADS,597538,927322,1952
57021 - BURT,635500,920308,1310
57022 - CARNDONAGH,644159,944514,2339
57118 - MANORCUNNINGHAM,625627,913470,1214
57134 - SEACOR,601918,908909,94
27089 - TUAM,607348,834375,331
27045 - DRUMLUMMAN,638131,789400,586
95AA01S1 - Aldergrove_1,714963,879998,1113
95AA01S2 - Aldergrove_2,708590,877406,1829
95AA01S3 - Aldergrove_3,716367,882896,1502
95AA02W1 - Balloo,713569,885709,1734
95AA03W1 - Ballycraigy,717009,885758,1822
95AA04W1 - Clady,722686,879168,3013
95AA05W1 - Cranfield,705873,885658,2701
95AA06S1 - Crumlin_1_Antrim,713425,874458,1953
95AA06S2 - Crumlin_2_Antrim,714428,876188,2694
95AA07W1 - Drumanaway,705794,892844,2140
95AA08W1 - Farranshane,717296,887492,1698
95AA09W1 - Fountain Hill,715715,886697,2220
95AA10W1 - Greystone_Antrim,716606,886207,1953
95AA11S1 - Massereene_1,715315,886180,2800
95AA11S2 - Massereene_2,714029,888530,2564
95AA12W1 - Parkgate,720827,891467,2775
95AA13S1 - Randalstown_1,710680,888151,1745
95AA13S2 - Randalstown_2,708800,890892,1562
95AA14W1 - Shilvodan,713566,892700,2349
95AA15S1 - Springfarm_1,715441,888291,2641
95AA15S2 - Springfarm_2,715517,889081,1545
95AA16W1 - Steeple,715831,887517,1807
95AA17W1 - Stiles,716350,886922,2142
95AA18W1 - Templepatrick,722269,885582,2439
95AA19W1 - Toome,700573,887357,2687
95BB01S1 - Ballygowan_1,742976,862233,1574
95BB01S2 - Ballygowan_2,743039,864176,2035
95BB02W1 - Ballyrainey,745901,872787,2347
95BB03S1 - Ballywalter_1,761901,868788,2026
95BB03S2 - Ballywalter_2,760664,866393,2193
95BB04S1 - Bradshaw's Brae_1,747753,874184,1438
95BB04S2 - Bradshaw's Brae_2,746068,875585,1610
95BB05S1 - Carrowdore_1,755512,871348,1490
95BB05S2 - Carrowdore_2,759669,872492,1911
95BB06W1 - Central_Ards,749135,873395,2870
95BB07S1 - Comber East_1,746155,869140,1658
95BB07S2 - Comber East_2,747770,869253,1295
95BB08S1 - Comber North_1,746170,869687,1331
95BB08S2 - Comber North_2,746153,870673,1294
95BB09S1 - Comber West_1,743875,870330,1325
95BB09S2 - Comber West_2,744145,869138,1618
95BB10S1 - Donaghadee North_1,758442,879948,1690
95BB10S2 - Donaghadee North_2,756286,880434,1637
95BB11S1 - Donaghadee South_1,758070,878972,1408
95BB11S2 - Donaghadee South_2,759141,879335,1547
95BB12S1 - Glen_1,748669,874777,1440
95BB12S2 - Glen_2,747951,876322,1336
95BB13S1 - Gregstown_1,750845,872984,1392
95BB13S2 - Gregstown_2,749923,873782,1472
95BB13S3 - Gregstown_3,750296,874072,1580
95BB14S1 - Killinchy_1,748166,862056,1510
95BB14S2 - Killinchy_2,750803,860533,1606
95BB15S1 - Kircubbin_1,760866,856414,2005
95BB15S2 - Kircubbin_2,760694,862530,1484
95BB16S1 - Lisbane_1,743776,866173,1533
95BB16S2 - Lisbane_2,747854,866034,1603
95BB17S1 - Loughries_1,751004,874714,1793
95BB17S2 - Loughries_2,753015,875572,1763
95BB18S1 - Millisle_1,759235,875464,1688
95BB18S2 - Millisle_2,757215,876921,2591
95BB19S1 - Movilla_1,749897,874627,1613
95BB19S2 - Movilla_2,750510,875371,1784
95BB19S3 - Movilla_3,750493,874650,1391
95BB20S1 - Portaferry_1,761606,850763,1889
95BB20S2 - Portaferry_2,759651,850600,1524
95BB21S1 - Portavogie_1,765170,860368,2387
95BB21S2 - Portavogie_2,763541,860801,2332
95BB22S1 - Scrabo_1,748064,871252,1557
95BB22S2 - Scrabo_2,748438,872820,1483
95BB23S1 - Whitespots_1,749362,875017,1540
95BB23S2 - Whitespots_2,749618,876303,1485
95CC01W1 - Abbey Park,686824,846726,2558
95CC02W1 - Ballymartrim,682377,848660,2725
95CC03W1 - Callan Bridge,686654,845242,2817
95CC04W1 - Carrigatuke,688072,833082,2440
95CC05W1 - Charlemont,687330,854250,2774
95CC06S1 - Demesne_1,688322,843757,1468
95CC06S2 - Demesne_2,688980,844216,1308
95CC07W1 - Derrynoose,681318,832766,3475
95CC08W1 - Downs,686930,844267,2565
95CC09S1 - Hamiltonsbawn_1,695242,843388,1496
95CC09S2 - Hamiltonsbawn_2,696929,845825,1858
95CC10W1 - Hockley,693327,849913,2577
95CC11W1 - Keady,684403,834190,1795
95CC12W1 - Killeen,691849,838293,2785
95CC13W1 - Killylea,677705,840965,2474
95CC14W1 - Laurelvale,700096,847341,3035
95CC15W1 - Loughgall,692870,854543,2903
95CC16W1 - Markethill,696984,837108,2820
95CC17W1 - Milford,684285,841372,2730
95CC18W1 - Observatory,688619,846643,2342
95CC19W1 - Poyntz Pass,702776,840082,2720
95CC20S1 - Rich Hill_1,694675,848088,1308
95CC20S2 - Rich Hill_2,694046,848177,1702
95CC21W1 - Tandragee,703759,846912,2925
95CC22W1 - The Mall,688378,845256,1740
95DD01W1 - Academy,709077,903524,2099
95DD02S1 - Ahoghill_1,704620,901807,1453
95DD02S2 - Ahoghill_2,705297,901630,2435
95DD03W1 - Ardeevin,709181,901483,3503
95DD04W1 - Ballee,711326,901622,1926
95DD05W1 - Ballykeel,712037,902753,1739
95DD06W1 - Ballyloughan,709451,904431,2588
95DD07S1 - Broughshane_1,713226,905628,1596
95DD07S2 - Broughshane_2,714411,907417,1767
95DD08W1 - Castle Demesne,710995,903282,2126
95DD09W1 - Craigywarren,708287,909943,2590
95DD10W1 - Cullybackey,705526,905370,2805
95DD11W1 - Dunclug,710763,905169,2363
95DD12W1 - Dunminning,702698,909731,2610
95DD13W1 - Fair Green,710824,904237,1784
95DD14S1 - Galgorm_1,707439,903847,1603
95DD14S2 - Galgorm_2,707468,901912,1674
95DD15W1 - Glenravel,713451,916133,3451
95DD16W1 - Glenwhirry,721441,900188,2981
95DD17W1 - Grange,703340,897304,3461
95DD18W1 - Harryville,710383,901120,1885
95DD19S1 - Kells_1,714992,896517,1904
95DD19S2 - Kells_2,711172,897207,1460
95DD20W1 - Moat,711241,902521,1746
95DD21W1 - Park,710178,904264,2139
95DD22S1 - Portglenone_1,700517,902558,1555
95DD22S2 - Portglenone_2,698209,906492,1581
95DD23W1 - Slemish,720016,909156,2509
95DD24W1 - Summerfield,711642,904280,2711
95EE01W1 - Ballyhoe and Corkey,710736,925167,1895
95EE02W1 - Benvardin,695222,932087,2095
95EE03W1 - Carnany,695932,926006,1999
95EE04W1 - Clogh Mills,704231,917419,1993
95EE05W1 - Dervock,697537,927904,1509
95EE06W1 - Dunloy,700184,919774,2278
95EE07W1 - Fairhill,695715,924830,1798
95EE08W1 - Glebe,694552,926456,1719
95EE09W1 - Killoquin Lower,696710,918135,1890
95EE10W1 - Killoquin Upper,698213,911359,1797
95EE11W1 - Knockaholet,703262,923456,1677
95EE12W1 - Newhill,695188,926457,2507
95EE13W1 - Route,693788,925880,1529
95EE14W1 - Seacon,691853,926173,2684
95EE15W1 - Stranocum,703460,929600,1728
95EE16W1 - The Vow,693210,918165,2126
95FF01S1 - Ballydown_1,713376,845881,2129
95FF01S2 - Ballydown_2,713409,844831,2667
95FF02W1 - Ballyward,729402,841661,2817
95FF03W1 - Banbridge West,711251,845358,3006
95FF04W1 - Bannside,716018,841814,2629
95FF05W1 - Dromore North,721438,854070,2563
95FF06S1 - Dromore South_1,719674,852810,2036
95FF06S2 - Dromore South_2,721643,852097,2080
95FF07W1 - Edenderry,711321,846148,2769
95FF08W1 - Fort,711806,844902,2364
95FF09W1 - Gilford,706130,848574,2522
95FF10W1 - Gransha,724629,848098,3473
95FF11W1 - Katesbridge,721707,839607,2582
95FF12W1 - Lawrencetown,709863,848033,2724
95FF13W1 - Loughbrickland,709188,840705,2708
95FF14W1 - Quilly,717166,851413,2432
95FF15W1 - Rathfriland,719764,833609,2740
95FF16W1 - Seapatrick,712668,847612,2374
95FF17W1 - The Cut,712700,845983,1724
95GG01S1 - Andersonstown_1,729471,870998,1768
95GG01S2 - Andersonstown_2,729856,871241,1523
95GG01S3 - Andersonstown_3,730236,871471,1616
95GG02S1 - Ardoyne_1,731509,876071,1745
95GG02S2 - Ardoyne_2,731826,876203,2018
95GG02S3 - Ardoyne_3,732060,875954,2224
95GG03S1 - Ballyhackamore_1,737752,873771,2003
95GG03S2 - Ballyhackamore_2,737568,874247,1833
95GG03S3 - Ballyhackamore_3,737191,874477,2103
95GG04S1 - Ballymacarrett_1,734965,874224,1708
95GG04S2 - Ballymacarrett_2,735311,874173,1564
95GG04S3 - Ballymacarrett_3,735686,874214,1636
95GG05S1 - Ballynafeigh_1,734680,871742,1813
95GG05S2 - Ballynafeigh_2,734169,871773,2009
95GG05S3 - Ballynafeigh_3,734220,872155,2106
95GG06S1 - Ballysillan_1,730977,877366,1925
95GG06S2 - Ballysillan_2,731459,877410,1779
95GG06S3 - Ballysillan_3,731504,877888,1922
95GG07S1 - Beechmount_1,731587,873128,1862
95GG07S2 - Beechmount_2,731700,873608,1922
95GG07S3 - Beechmount_3,731370,873926,1701
95GG08S1 - Bellevue_1,732763,880288,1394
95GG08S2 - Bellevue_2,733989,879587,1730
95GG08S3 - Bellevue_3,733430,880171,1786
95GG09S1 - Belmont_1,738087,875046,2151
95GG09S2 - Belmont_2,738064,875636,1896
95GG09S3 - Belmont_3,738466,876509,2118
95GG10S1 - Blackstaff_1,731716,871954,1826
95GG10S2 - Blackstaff_2,732360,873142,2172
95GG11S1 - Bloomfield_1_Belfast,736399,873908,1895
95GG11S2 - Bloomfield_2_Belfast,736934,873785,1687
95GG11S3 - Bloomfield_3_Belfast,736625,873485,1871
95GG12S1 - Botanic_1,733240,872459,1555
95GG12S2 - Botanic_2,733860,872278,1958
95GG12S3 - Botanic_3,733872,872629,1488
95GG12S4 - Botanic_4,733575,872869,1703
95GG12S5 - Botanic_5,734271,872918,2241
95GG13S1 - Castleview_1,733971,878114,1333
95GG13S2 - Castleview_2,733460,878715,1752
95GG13S3 - Castleview_3,733882,878901,1637
95GG14S1 - Cavehill_1,732170,877805,1617
95GG14S2 - Cavehill_2,732894,878387,1597
95GG14S3 - Cavehill_3,732063,879051,1606
95GG15S1 - Cherryvalley_1,738628,872792,1959
95GG15S2 - Cherryvalley_2,739232,873654,2052
95GG15S3 - Cherryvalley_3,740377,873752,1909
95GG16S1 - Chichester Park_1,733218,876953,1996
95GG16S2 - Chichester Park_2,732956,877519,1970
95GG16S3 - Chichester Park_3,732531,877417,1486
95GG17S1 - Cliftonville_1,732347,876460,2031
95GG17S2 - Cliftonville_2,732009,876934,1595
95GG17S3 - Cliftonville_3,731457,876728,1704
95GG18S1 - Clonard_1,731514,874240,2553
95GG18S2 - Clonard_2,732128,874130,2422
95GG19S1 - Crumlin_1_Belfast,732281,875020,2019
95GG19S2 - Crumlin_2_Belfast,732353,875526,2563
95GG20S1 - Duncairn_1,735124,877484,2807
95GG20S2 - Duncairn_2,733715,876396,2094
95GG21S1 - Falls_1,732274,873620,1497
95GG21S2 - Falls_2,732729,873947,1752
95GG21S3 - Falls_3,733153,874347,1935
95GG22S1 - Falls Park_1,730889,872476,1687
95GG22S2 - Falls Park_2,730346,872063,1935
95GG22S3 - Falls Park_3,730071,872618,1721
95GG23S1 - Finaghy_1,730314,868291,1418
95GG23S2 - Finaghy_2,729909,869465,1552
95GG23S3 - Finaghy_3,730429,869260,1585
95GG24S1 - Fortwilliam_1,733437,877434,1388
95GG24S2 - Fortwilliam_2,733874,877164,1540
95GG24S3 - Fortwilliam_3,733633,877805,1633
95GG25S1 - Glen Road_1,729413,872328,2158
95GG25S2 - Glen Road_2,729527,871623,1839
95GG25S3 - Glen Road_3,728966,871519,1576
95GG26S1 - Glencairn_1,729120,876191,1995
95GG26S2 - Glencairn_2,730858,875897,1754
95GG27S1 - Glencolin_1,727748,873810,1548
95GG27S2 - Glencolin_2,727806,871426,1614
95GG27S3 - Glencolin_3,728384,871172,1705
95GG27S4 - Glencolin_4,728500,871604,1631
95GG28S1 - Highfield_1,729812,875074,2149
95GG28S2 - Highfield_2,730984,874922,1733
95GG28S3 - Highfield_3,730707,874432,1769
95GG29S1 - Island_1,735648,875489,2257
95GG29S2 - Island_2,736530,874442,2757
95GG30S1 - Knock_1,737923,872921,1604
95GG30S2 - Knock_2,738211,873505,1685
95GG30S3 - Knock_3,737286,873442,1538
95GG31S1 - Ladybrook_1,729532,870303,2227
95GG31S2 - Ladybrook_2,728877,870406,2032
95GG31S3 - Ladybrook_3,728674,870867,2260
95GG32S1 - Legoniel_1,729662,878310,3232
95GG32S2 - Legoniel_2,730646,877035,1553
95GG32S3 - Legoniel_3,730955,876337,1624
95GG33S1 - Malone_1,731653,870252,1951
95GG33S2 - Malone_2,732207,870652,1639
95GG33S3 - Malone_3,732350,871275,1965
95GG34S1 - Musgrave_1,730661,869758,1452
95GG34S2 - Musgrave_2,730087,870345,1590
95GG34S3 - Musgrave_3,730775,870679,1885
95GG35S1 - New Lodge_1,733647,875129,1970
95GG35S2 - New Lodge_2,733490,875542,1478
95GG35S3 - New Lodge_3,733554,875757,1502
95GG36S1 - Orangefield_1,736105,872890,1794
95GG36S2 - Orangefield_2,736594,872556,1926
95GG36S3 - Orangefield_3,737035,872959,1899
95GG37S1 - Ravenhill_1,734957,872493,2082
95GG37S2 - Ravenhill_2,735786,872450,1826
95GG37S3 - Ravenhill_3,735377,872716,2133
95GG38S1 - Rosetta_1,734356,870940,3099
95GG38S2 - Rosetta_2,734973,871350,1880
95GG38S3 - Rosetta_3,735155,871003,1585
95GG39S1 - Shaftesbury_1,733902,873899,2409
95GG39S2 - Shaftesbury_2,733827,873361,2711
95GG39S3 - Shaftesbury_3,732962,873140,2094
95GG40S1 - Shankill_1,732080,874624,1697
95GG40S2 - Shankill_2,732958,874872,2119
95GG41S1 - Stormont_1,740081,875369,1926
95GG41S2 - Stormont_2,739373,874418,1524
95GG41S3 - Stormont_3,738541,874375,2098
95GG42S1 - Stranmillis_1,733318,870365,1826
95GG42S2 - Stranmillis_2,733173,871683,1784
95GG42S3 - Stranmillis_3,733345,871461,2261
95GG42S4 - Stranmillis_4,733536,871041,2268
95GG43S1 - Sydenham_1,737319,876936,1480
95GG43S2 - Sydenham_2,737120,875149,1670
95GG43S3 - Sydenham_3,736878,874866,1724
95GG44S1 - The Mount_1,735778,873795,2864
95GG44S2 - The Mount_2,735960,873356,2727
95GG45S1 - Upper Malone_1,731739,868550,1670
95GG45S2 - Upper Malone_2,731265,869670,1554
95GG45S3 - Upper Malone_3,731063,869276,1617
95GG46S1 - Upper Springfield_1,729242,873472,1712
95GG46S2 - Upper Springfield_2,730167,874066,1874
95GG46S3 - Upper Springfield_3,730012,873211,1664
95GG47S1 - Water Works_1,733066,875729,2314
95GG47S2 - Water Works_2,732692,876249,1717
95GG47S3 - Water Works_3,733067,876597,1798
95GG48S1 - Whiterock_1,731065,873348,1615
95GG48S2 - Whiterock_2,730730,873729,2411
95GG48S3 - Whiterock_3,730306,873685,1668
95GG49S1 - Windsor_1,732616,871784,1662
95GG49S2 - Windsor_2,732752,872132,2270
95GG49S3 - Windsor_3,732519,872389,2142
95GG49S4 - Windsor_4,732690,872682,2067
95GG50S1 - Woodstock_1,735517,873040,1499
95GG50S2 - Woodstock_2,735131,873544,2061
95GG50S3 - Woodstock_3,735114,873330,1885
95GG51S1 - Woodvale_1,731565,874823,1353
95GG51S2 - Woodvale_2,731576,875286,1399
95GG51S3 - Woodvale_3,731672,875586,1336
95HH01W1 - Blackhead,747492,893063,2059
95HH02S1 - Bluefield_1,742230,888935,1358
95HH02S2 - Bluefield_2,742052,889815,1604
95HH03W1 - Boneybefore,742738,888562,1663
95HH04S1 - Burleigh Hill_1,739971,888712,1709
95HH04S2 - Burleigh Hill_2,740465,889029,1358
95HH05W1 - Clipperstown,740297,888004,2171
95HH06S1 - Eden_1,742877,891670,2231
95HH06S2 - Eden_2,742991,889539,2566
95HH07W1 - Gortalee,737221,885222,1493
95HH08W1 - Greenisland,738399,885996,2619
95HH09W1 - Killycrot,740923,887309,2620
95HH10W1 - Knockagh,736971,886289,2489
95HH11W1 - Love Lane,741361,888557,1417
95HH12W1 - Milebush,740996,889495,1552
95HH13W1 - Northland,740682,888363,1407
95HH14W1 - Sunnylands,740989,888057,1530
95HH15W1 - Victoria_Carrickfergus,741770,888983,2630
95HH16W1 - Whitehead,746125,891843,2159
95HH17W1 - Woodburn,737747,890561,2479
95II01S1 - Ballyhanwood_1,741702,872992,1550
95II01S2 - Ballyhanwood_2,741328,871465,1534
95II02S1 - Beechill_1,734970,867895,1781
95II02S2 - Beechill_2,734259,869149,1700
95II02S3 - Beechill_3,734146,868601,1480
95II03S1 - Cairnshill_1,736574,868712,1739
95II03S2 - Cairnshill_2,736008,869322,1784
95II04S1 - Carrowreagh_1,743379,874425,2352
95II04S2 - Carrowreagh_2,743218,873710,1965
95II05S1 - Carryduff East_1,736671,867134,1634
95II05S2 - Carryduff East_2,736892,864823,1912
95II06S1 - Carryduff West_1,735626,865866,1519
95II06S2 - Carryduff West_2,736277,864982,1879
95II07W1 - Cregagh,735767,871656,2090
95II08W1 - Downshire,736248,871705,2417
95II09S1 - Dundonald_1,741685,874986,1950
95II09S2 - Dundonald_2,741992,874456,1413
95II10W1 - Enler,742631,873177,2592
95II11W1 - Galwally,735916,870088,2567
95II12W1 - Gilnahirk,739557,872974,2512
95II13W1 - Graham's Bridge,742172,873752,2702
95II14W1 - Hillfoot,736791,871003,2561
95II15S1 - Knockbracken_1,736034,868344,1793
95II15S2 - Knockbracken_2,735600,869031,1564
95II16W1 - Lisnasharragh,736930,872066,2126
95II17W1 - Lower Braniel,737818,871636,2493
95II18W1 - Minnowburn,733213,868759,2226
95II19S1 - Moneyreagh_1,738539,865489,1826
95II19S2 - Moneyreagh_2,740340,868790,1944
95II20W1 - Newtownbreda,734757,869870,2780
95II21W1 - Tullycarnet,740215,873219,2419
95II22W1 - Upper Braniel,738839,871394,2248
95II23W1 - Wynchurch,735756,871079,2190
95JJ01W1 - Agivey,688379,920896,2499
95JJ02W1 - Atlantic,683744,938918,2374
95JJ03S1 - Ballysally_1,685343,934434,1406
95JJ03S2 - Ballysally_2,685517,933872,1064
95JJ04S1 - Castlerock_1,675256,933418,1546
95JJ04S2 - Castlerock_2,678035,935206,1565
95JJ05W1 - Central_Coleraine,685159,932558,1835
95JJ06W1 - Churchland,683731,931899,2472
95JJ07W1 - Cross Glebe,686026,933062,2665
95JJ08S1 - Dundooan_1,687744,933373,1377
95JJ08S2 - Dundooan_2,683314,936751,1899
95JJ09W1 - Dunluce,691244,937157,1990
95JJ10W1 - Garvagh,682955,912490,2795
95JJ11S1 - Hopefield_1,686275,938894,1821
95JJ11S2 - Hopefield_2,685771,939222,1949
95JJ12W1 - Kilrea,690230,912351,2724
95JJ13S1 - Knocklynn_1,686919,930588,2144
95JJ13S2 - Knocklynn_2,686072,930402,1751
95JJ14W1 - Macosquin,680155,929634,2325
95JJ15W1 - Mount Sandel,685446,931557,1879
95JJ16W1 - Portstewart,681772,938032,1799
95JJ17W1 - Ringsend,680808,920286,2455
95JJ18W1 - Royal Portrush,686900,940169,2032
95JJ19S1 - Strand_1_Coleraine,680572,936467,1690
95JJ19S2 - Strand_2_Coleraine,682095,937346,1252
95JJ20S1 - The Cuts_1,684455,930174,2173
95JJ20S2 - The Cuts_2,683717,931168,1919
95JJ21W1 - University,684548,934265,2873
95JJ22W1 - Waterside,683742,932963,2794
95KK01W1 - Ardboe,697577,878347,2578
95KK02W1 - Coagh,686686,878141,2029
95KK03W1 - Dunnamore,668917,881934,2357
95KK04W1 - Gortalowry,680299,877024,2787
95KK05W1 - Killycolpy,695007,872086,2616
95KK06W1 - Killymoon,681941,877000,1885
95KK07W1 - Lissan,678091,884307,2045
95KK08W1 - Moneymore,685523,881892,2646
95KK09W1 - Newbuildings,681379,878801,2187
95KK10W1 - Oaklands,675453,877363,2181
95KK11W1 - Oldtown,680497,878899,2373
95KK12W1 - Pomeroy,670813,872014,2309
95KK13W1 - Sandholes,679983,872937,1817
95KK14W1 - Stewartstown,685768,872718,2041
95KK15W1 - The Loop,692416,883253,2946
95KK16W1 - Tullagh,680408,878004,2216
95LL01S1 - Aghagallon_1,710477,863195,2488
95LL01S2 - Aghagallon_2,706214,867178,2443
95LL02S1 - Annagh_1,701895,850797,1612
95LL02S2 - Annagh_2,701021,853561,1430
95LL03W1 - Ballybay,698615,853730,2436
95LL04W1 - Ballyoran,699551,856291,2985
95LL05S1 - Bleary_1,704561,852158,2383
95LL05S2 - Bleary_2,706845,853507,1736
95LL06S1 - Brownstown_1,699860,850941,1654
95LL06S2 - Brownstown_2,700074,852729,1718
95LL07W1 - Church,708167,857720,2131
95LL08S1 - Corcrain_1,700469,854551,1649
95LL08S2 - Corcrain_2,700561,854266,1671
95LL09S1 - Court_1,707737,858426,1467
95LL09S2 - Court_2,707202,858174,1683
95LL10S1 - Derrytrasna_1,704896,859169,3074
95LL10S2 - Derrytrasna_2,699954,863992,2401
95LL11S1 - Donaghcloney_1,710126,852509,1538
95LL11S2 - Donaghcloney_2,713369,854197,2451
95LL12S1 - Drumgask_1,706718,856110,2929
95LL12S2 - Drumgask_2,706656,857012,1283
95LL13S1 - Drumgor_1,705188,857400,1401
95LL13S2 - Drumgor_2,705689,856526,1344
95LL14S1 - Drumnamoe_1,708480,859573,1270
95LL14S2 - Drumnamoe_2,708370,859831,1381
95LL15S1 - Edenderry_1,701733,854252,1449
95LL15S2 - Edenderry_2,702178,853507,1599
